DeltariSeglingCtr,DeltariRegistrerandeKrets,DeltariFNDeltagare,DeltariFNSegling,DeltariSkipperGastqq,DeltariFNSkipperGast
1735,"Stockholm",769,1366,,2
1736,"Stockholm",205,1367,,2
1737,"Stockholm",67,1368,,2
1738,"Stockholm",594,1369,,2
1739,"Stockholm",164,1370,,2
1740,"Stockholm",44,1371,,2
1742,"Stockholm",193,,,1
1743,"Stockholm",193,,,1
1744,"Stockholm",193,,,1
1745,"Stockholm",193,,,1
1746,"Stockholm",584,1373,,2
1747,"Stockholm",720,1326,,1
1748,"Stockholm",586,1300,,1
1749,"Stockholm",676,1369,,1
1750,"Stockholm",683,1369,,1
1751,"Stockholm",684,1369,,1
1753,"Stockholm",614,1318,,1
1754,"Stockholm",535,1325,,1
1755,"Stockholm",536,1325,,1
1756,"Stockholm",747,1353,,1
1757,"Stockholm",519,1343,,1
1758,"Stockholm",781,1326,,1
1759,"Stockholm",591,1326,,1
1760,"Stockholm",740,1316,,1
1761,"Stockholm",30,1217,,1
1762,"Stockholm",732,1217,,1
1763,"Stockholm",672,1338,,1
1764,"Stockholm",777,1340,,1
1765,"Stockholm",760,1340,,1
1766,"Stockholm",767,1340,,1
1768,"Stockholm",780,1209,,1
1769,"Stockholm",774,1209,,1
1770,"Stockholm",110,1349,,1
1771,"Stockholm",34,1269,,1
1772,"Stockholm",771,1311,,1
1773,"Stockholm",772,1311,,1
1774,"Stockholm",770,1311,,1
1775,"Stockholm",766,1311,,1
1776,"Stockholm",773,1311,,1
1777,"Stockholm",736,1336,,1
1778,"Stockholm",762,1336,,1
1779,"Stockholm",555,1336,,1
1780,"Stockholm",779,1336,,1
1781,"Stockholm",785,1352,,1
1782,"Stockholm",765,1365,,1
1783,"Stockholm",761,1365,,1
1784,"Stockholm",758,1365,,1
1785,"Stockholm",757,1365,,1
1786,"Stockholm",759,1365,,1
1787,"Stockholm",121,1304,,1
1788,"Stockholm",673,1308,,1
1789,"Stockholm",787,1340,,1
1790,"Stockholm",786,1340,,1
1791,"Stockholm",788,1343,,1
1792,"Stockholm",135,1374,,2
1793,"Stockholm",4,1375,,2
1794,"Stockholm",54,1376,,2
1795,"Stockholm",69,1377,,2
1796,"Stockholm",14,1378,,2
1797,"Stockholm",159,1379,,2
1798,"Stockholm",754,1380,,2
1799,"Stockholm",789,1381,,2
1800,"Stockholm",21,1374,,1
1804,"Stockholm",52,1382,,2
1805,"Stockholm",734,1383,,2
1806,"Stockholm",589,1384,,2
1807,"Stockholm",56,1385,,2
1809,"Stockholm",790,1386,,2
1810,"Stockholm",126,1387,,2
1811,"Stockholm",136,1374,,1
1812,"Stockholm",792,1388,,2
1813,"Stockholm",91,1389,,2
1814,"Stockholm",252,1390,,2
1816,"Stockholm",794,1390,,1
1819,"Stockholm",791,1378,,1
1824,"Stockholm",182,1393,,2
1825,"Stockholm",166,1394,,2
1826,"Stockholm",535,1382,,1
1827,"Stockholm",562,1395,,2
1828,"Stockholm",721,1395,,1
1829,"Stockholm",249,1396,,2
1830,"Stockholm",704,1397,,2
1831,"Stockholm",116,1398,,2
1832,"Stockholm",591,1398,,1
1833,"Stockholm",796,1399,,2
1834,"Stockholm",797,1395,,1
1835,"Stockholm",798,1395,,1
1836,"Stockholm",799,1400,,2
1837,"Stockholm",744,1401,,2
1838,"Stockholm",155,1402,,2
1840,"Stockholm",176,1402,,1
1841,"Stockholm",800,1403,,2
1842,"Stockholm",513,1404,,2
1843,"Stockholm",801,1404,,1
1844,"Stockholm",14,1405,,2
1845,"Stockholm",723,1405,,1
1846,"Stockholm",122,1406,,2
1847,"Stockholm",802,1407,,2
1848,"Stockholm",803,1408,,2
1849,"Stockholm",804,1409,,2
1850,"Stockholm",72,1410,,2
1852,"Stockholm",576,1411,,2
1853,"Stockholm",806,1412,,2
2260,"Stockholm",850,1624,,2
1855,"Stockholm",55,1398,,1
1856,"Stockholm",807,1407,,1
1857,"Stockholm",808,1395,,1
1858,"Stockholm",110,1414,,2
1859,"Stockholm",777,1380,,1
1860,"Stockholm",767,1380,,1
1861,"Stockholm",760,1380,,1
1862,"Stockholm",164,1415,,2
1863,"Stockholm",179,,,1
1864,"Stockholm",764,,,1
1865,"Stockholm",764,,,1
1866,"Stockholm",764,,,1
1867,"Stockholm",179,1415,,1
1868,"Stockholm",764,1415,,1
1869,"Stockholm",810,1416,,2
1870,"Stockholm",76,1414,,1
1871,"Stockholm",244,1417,,2
1872,"Stockholm",742,1418,,2
1873,"Stockholm",747,1418,,1
1874,"Stockholm",598,1419,,2
1875,"Stockholm",762,1417,,1
1876,"Stockholm",149,1420,,2
1877,"Stockholm",150,1420,,1
1878,"Stockholm",536,1382,,1
1879,"Stockholm",53,1421,,2
1880,"Stockholm",811,1422,,2
1881,"Stockholm",634,1423,,2
1882,"Stockholm",812,1374,,1
1883,"Stockholm",813,1417,,1
1884,"Stockholm",814,1417,,1
1885,"Stockholm",815,1424,,2
1886,"Stockholm",816,1425,,2
1887,"Stockholm",817,1415,,1
1888,"Stockholm",123,1426,,2
1889,"Stockholm",787,1380,,1
1890,"Stockholm",786,1380,,1
1891,"Stockholm",818,1416,,1
1892,"Stockholm",723,1378,,1
1893,"Stockholm",575,1407,,1
1894,"Stockholm",819,1422,,1
1895,"Stockholm",821,1407,,1
1896,"Stockholm",820,1422,,1
1897,"Stockholm",822,1427,,2
1898,"Stockholm",823,1421,,1
1899,"Stockholm",824,1378,,1
1900,"Stockholm",825,1417,,1
1901,"Stockholm",826,1416,,1
1902,"Stockholm",829,1378,,1
1903,"Stockholm",827,1421,,1
1904,"Stockholm",832,1399,,1
1905,"Stockholm",833,1399,,1
1906,"Stockholm",834,1399,,1
1907,"Stockholm",835,1390,,1
1908,"Stockholm",29,1428,,2
1909,"Stockholm",830,1376,,1
1910,"Stockholm",831,1376,,1
1911,"Stockholm",836,1407,,1
1912,"Stockholm",783,1401,,1
1913,"Stockholm",837,1382,,1
1914,"Stockholm",838,1421,,1
1921,"Stockholm",767,,,1
1922,"Stockholm",767,,,1
1923,"Stockholm",767,,,1
1980,"Stockholm",138,1467,,2
1981,"Stockholm",50,1468,,2
1982,"Stockholm",769,1469,,2
1983,"Stockholm",95,1470,,2
1984,"Stockholm",37,1471,,2
1986,"Stockholm",848,1473,,2
1990,"Stockholm",69,1477,,2
1991,"Stockholm",804,1478,,2
1992,"Stockholm",732,1479,,2
1993,"Stockholm",185,1480,,2
1994,"Stockholm",33,1481,,2
1995,"Stockholm",7,1482,,2
1996,"Stockholm",843,1483,,2
1997,"Stockholm",91,1484,,2
1998,"Stockholm",54,1485,,2
1999,"Stockholm",567,1486,,2
2001,"Stockholm",260,1488,,2
2002,"Stockholm",742,1489,,2
2003,"Stockholm",45,1490,,2
2004,"Stockholm",142,1491,,2
2005,"Stockholm",188,1492,,2
2006,"Stockholm",589,1493,,2
2007,"Stockholm",663,1494,,2
2008,"Stockholm",61,1495,,2
2009,"Stockholm",657,1496,,2
2010,"Stockholm",171,1497,,2
2011,"Stockholm",56,1498,,2
2012,"Stockholm",754,1499,,2
2013,"Stockholm",840,1500,,2
2014,"Stockholm",738,1501,,2
2015,"Stockholm",613,1502,,2
2016,"Stockholm",472,1503,,2
2018,"Stockholm",748,1480,,1
2019,"Stockholm",729,1479,,1
2020,"Stockholm",30,1479,,1
2021,"Stockholm",196,1480,,1
2022,"Stockholm",674,1480,,1
2023,"Stockholm",841,1481,,1
2024,"Stockholm",747,1489,,1
2025,"Stockholm",846,1503,,1
2027,"Stockholm",777,1499,,1
2028,"Stockholm",786,1499,,1
2029,"Stockholm",760,1499,,1
2030,"Stockholm",847,1495,,1
2031,"Stockholm",682,1502,,1
2032,"Stockholm",767,1499,,1
2033,"Stockholm",164,1505,,2
2034,"Stockholm",9,1506,,2
2035,"Stockholm",726,1479,,1
2036,"Stockholm",22,1507,,2
2037,"Stockholm",145,1508,,2
2038,"Stockholm",849,1509,,2
2039,"Stockholm",850,1510,,2
2040,"Stockholm",851,1511,,2
2041,"Stockholm",29,1512,,2
2042,"Stockholm",58,1513,,2
2043,"Stockholm",4,1514,,2
2044,"Stockholm",852,1515,,2
2045,"Stockholm",853,1516,,2
2046,"Stockholm",549,1517,,2
2047,"Stockholm",76,1518,,2
2049,"Stockholm",445,1520,,2
2050,"Stockholm",180,1521,,2
2051,"Stockholm",90,1522,,2
2052,"Stockholm",27,1509,,1
2053,"Stockholm",561,1517,,1
2054,"Stockholm",517,1517,,1
2055,"Stockholm",614,1485,,1
2056,"Stockholm",859,1510,,1
2057,"Stockholm",858,1510,,1
2058,"Stockholm",857,1510,,1
2059,"Stockholm",856,1510,,1
2060,"Stockholm",855,1515,,1
2061,"Stockholm",854,1515,,1
2062,"Stockholm",585,1523,,2
2063,"Stockholm",664,1524,,2
2064,"Stockholm",513,1525,,2
2065,"Stockholm",52,1526,,2
2067,"Stockholm",116,1528,,2
2068,"Stockholm",860,1529,,2
2069,"Stockholm",244,1530,,2
2070,"Stockholm",862,1531,,2
2071,"Stockholm",53,1532,,2
2072,"Stockholm",861,1533,,2
2073,"Stockholm",562,1534,,2
2076,"Stockholm",863,1528,,1
2077,"Stockholm",864,1534,,1
2078,"Stockholm",865,1534,,1
2079,"Stockholm",721,1534,,1
2080,"Stockholm",866,1509,,1
2081,"Stockholm",121,1470,,1
2082,"Stockholm",591,1528,,1
2083,"Stockholm",55,1528,,1
2084,"Stockholm",535,1526,,1
2086,"Stockholm",179,1505,,1
2087,"Stockholm",817,1505,,1
2089,"Stockholm",107,1536,,2
2090,"Stockholm",816,1537,,2
2091,"Stockholm",195,1538,,2
2093,"Stockholm",65,1540,,2
2094,"Stockholm",550,1541,,2
2095,"Stockholm",72,1542,,2
2096,"Stockholm",681,1490,,1
2097,"Stockholm",762,1530,,1
2098,"Stockholm",608,1530,,1
2099,"Stockholm",867,1543,,2
2100,"Stockholm",870,1480,,1
2101,"Stockholm",34,1536,,1
2102,"Stockholm",823,1532,,1
2103,"Stockholm",827,1532,,1
2104,"Stockholm",873,1489,,1
2105,"Stockholm",872,1483,,1
2106,"Stockholm",874,1481,,1
2107,"Stockholm",875,1481,,1
2108,"Stockholm",876,1530,,1
2109,"Stockholm",536,1526,,1
2110,"Stockholm",878,1488,,1
2111,"Stockholm",654,1544,,2
2112,"Stockholm",836,1544,,1
2113,"Stockholm",877,1544,,1
2114,"Stockholm",725,1515,,1
2115,"Stockholm",801,1525,,1
2116,"Stockholm",720,1528,,1
2117,"Stockholm",882,1516,,1
2118,"Stockholm",880,1516,,1
2119,"Stockholm",881,1516,,1
2120,"Stockholm",879,1469,,1
2121,"Stockholm",885,1483,,1
2122,"Stockholm",575,1544,,1
2123,"Stockholm",884,1488,,1
2124,"Stockholm",883,1488,,1
2125,"Stockholm",838,1532,,1
2126,"Stockholm",886,1545,,2
2127,"Stockholm",839,1545,,1
2128,"Stockholm",730,1546,,2
2129,"Stockholm",135,1547,,2
2130,"Stockholm",800,1548,,2
2131,"Stockholm",14,1549,,2
2132,"Stockholm",30,1546,,1
2133,"Stockholm",21,1547,,1
2135,"Stockholm",887,1549,,1
2136,"Stockholm",166,1550,,2
2137,"Stockholm",742,1551,,2
2138,"Stockholm",566,1552,,2
2139,"Stockholm",14,1553,,2
2141,"Stockholm",52,1555,,2
2142,"Stockholm",848,1556,,2
2143,"Stockholm",54,1557,,2
2144,"Stockholm",614,,,1
2145,"Stockholm",614,,,1
2146,"Stockholm",614,,,1
2147,"Stockholm",614,1557,,1
2148,"Stockholm",155,1558,,2
2149,"Stockholm",69,1559,,2
2150,"Stockholm",142,1560,,2
2151,"Stockholm",56,1561,,2
2152,"Stockholm",22,1562,,2
2153,"Stockholm",159,1563,,2
2154,"Stockholm",125,1564,,2
2155,"Stockholm",738,1565,,2
2156,"Stockholm",888,1566,,2
2157,"Stockholm",860,1567,,2
2158,"Stockholm",4,1568,,2
2159,"Stockholm",654,1569,,2
2160,"Stockholm",589,1570,,2
2161,"Stockholm",175,1571,,2
2162,"Stockholm",70,1572,,2
2163,"Stockholm",249,1573,,2
2164,"Stockholm",180,1574,,2
2165,"Stockholm",11,1575,,2
2166,"Stockholm",743,1576,,2
2167,"Stockholm",262,1577,,2
2168,"Stockholm",145,1578,,2
2171,"Stockholm",67,1580,,2
2172,"Stockholm",594,1581,,2
2173,"Stockholm",889,1582,,2
2174,"Stockholm",890,1583,,2
2175,"Stockholm",252,1584,,2
2176,"Stockholm",754,1585,,2
2178,"Stockholm",886,1587,,2
2180,"Stockholm",173,1589,,2
2181,"Stockholm",704,1590,,2
2182,"Stockholm",705,1591,,2
2183,"Stockholm",706,1592,,2
2185,"Stockholm",50,1594,,2
2186,"Stockholm",634,1595,,2
2187,"Stockholm",122,1596,,2
2188,"Stockholm",135,1597,,2
2189,"Stockholm",53,1598,,2
2190,"Stockholm",164,1599,,2
2191,"Stockholm",176,1558,,1
2192,"Stockholm",892,1591,,1
2193,"Stockholm",893,1591,,1
2194,"Stockholm",686,1569,,1
2195,"Stockholm",136,1597,,1
2196,"Stockholm",894,1585,,1
2197,"Stockholm",536,1555,,1
2198,"Stockholm",747,1551,,1
2199,"Stockholm",835,1584,,1
2200,"Stockholm",895,1585,,1
2201,"Stockholm",178,1558,,1
2202,"Stockholm",110,1600,,2
2203,"Stockholm",76,1600,,1
2204,"Stockholm",794,1584,,1
2205,"Stockholm",896,1601,,2
2206,"Stockholm",126,1602,,2
2207,"Stockholm",769,1603,,2
2208,"Stockholm",75,1604,,2
2209,"Stockholm",897,1605,,2
2210,"Stockholm",684,1581,,1
2211,"Stockholm",683,1581,,1
2212,"Stockholm",877,1569,,1
2213,"Stockholm",535,1555,,1
2214,"Stockholm",898,1555,,1
2215,"Stockholm",899,1553,,1
2216,"Stockholm",764,1599,,1
2217,"Stockholm",179,1599,,1
2218,"Stockholm",817,1599,,1
2219,"Stockholm",72,1606,,2
2220,"Stockholm",101,1607,,2
2221,"Stockholm",900,1608,,2
2222,"Stockholm",205,1609,,2
2223,"Stockholm",901,1585,,1
2224,"Stockholm",591,1608,,1
2225,"Stockholm",902,1553,,1
2226,"Stockholm",903,1551,,1
2227,"Stockholm",55,1608,,1
2228,"Stockholm",193,1609,,1
2229,"Stockholm",904,1581,,1
2230,"Stockholm",575,1598,,1
2231,"Stockholm",905,1577,,1
2232,"Stockholm",906,1577,,1
2233,"Stockholm",907,1577,,1
2234,"Stockholm",908,1610,,2
2235,"Stockholm",247,1597,,1
2236,"Stockholm",913,1567,,1
2237,"Stockholm",911,1566,,1
2238,"Stockholm",912,1553,,1
2239,"Stockholm",824,1553,,1
2240,"Stockholm",29,1611,,2
2262,"Stockholm",180,1625,,2
2263,"Stockholm",45,1626,,2
2264,"Stockholm",69,1627,,2
2265,"Stockholm",138,1628,,2
2266,"Stockholm",54,1629,,2
2268,"Stockholm",142,1631,,2
2269,"Stockholm",918,1632,,2
2270,"Stockholm",656,1633,,2
2271,"Stockholm",2,1634,,2
2272,"Stockholm",853,1635,,2
2273,"Stockholm",663,1636,,2
2274,"Stockholm",889,1637,,2
2275,"Stockholm",919,1638,,2
2276,"Stockholm",657,1639,,2
2277,"Stockholm",754,1640,,2
2278,"Stockholm",840,1641,,2
2279,"Stockholm",188,1642,,2
2280,"Stockholm",475,1643,,2
2281,"Stockholm",920,1644,,2
2282,"Stockholm",14,1645,,2
2283,"Stockholm",742,1646,,2
2285,"Stockholm",37,1648,,2
2286,"Stockholm",567,1649,,2
2287,"Stockholm",923,1650,,2
2288,"Stockholm",585,1651,,2
2289,"Stockholm",849,1652,,2
2290,"Stockholm",924,1653,,2
2291,"Stockholm",11,1654,,2
2292,"Stockholm",925,1655,,2
2293,"Stockholm",20,1656,,2
2295,"Stockholm",660,1658,,2
2296,"Stockholm",614,1629,,1
2297,"Stockholm",926,1616,,1
2298,"Stockholm",927,1621,,1
2299,"Stockholm",928,1621,,1
2300,"Stockholm",878,1621,,1
2301,"Stockholm",929,1621,,1
2302,"Stockholm",747,1646,,1
2303,"Stockholm",930,1644,,1
2304,"Stockholm",682,1615,,1
2305,"Stockholm",760,1640,,1
2323,"Stockholm",549,1671,,2
2324,"Stockholm",58,1672,,2
2326,"Stockholm",725,1674,,2
2327,"Stockholm",160,1675,,2
2328,"Stockholm",562,1676,,2
2330,"Stockholm",164,1678,,2
2331,"Stockholm",329,1642,,1
2332,"Stockholm",517,1671,,1
2333,"Stockholm",561,1671,,1
2335,"Stockholm",939,1650,,1
2336,"Stockholm",940,1650,,1
2337,"Stockholm",935,1679,,2
2338,"Stockholm",856,1624,,1
2339,"Stockholm",858,1624,,1
2340,"Stockholm",864,1676,,1
2341,"Stockholm",865,1676,,1
2342,"Stockholm",721,1676,,1
2343,"Stockholm",943,1650,,1
2344,"Stockholm",945,1650,,1
2345,"Stockholm",946,1650,,1
2346,"Stockholm",947,1650,,1
2347,"Stockholm",683,1669,,1
2348,"Stockholm",854,1674,,1
2350,"Stockholm",948,1640,,1
2351,"Stockholm",27,1652,,1
2352,"Stockholm",219,1680,,2
2353,"Stockholm",931,1680,,1
2354,"Stockholm",873,1646,,1
2355,"Stockholm",944,1646,,1
2356,"Stockholm",766,1623,,1
2357,"Stockholm",110,1681,,2
2358,"Stockholm",76,1681,,1
2359,"Stockholm",949,1679,,1
2360,"Stockholm",950,1679,,1
2361,"Stockholm",951,1679,,1
2362,"Stockholm",952,1679,,1
2363,"Stockholm",941,1679,,1
2364,"Stockholm",942,1679,,1
2365,"Stockholm",955,1679,,1
2366,"Stockholm",72,1682,,2
2367,"Stockholm",953,1682,,1
2368,"Stockholm",954,1682,,1
2369,"Stockholm",805,1682,,1
2370,"Stockholm",956,1682,,1
2371,"Stockholm",777,1640,,1
2372,"Stockholm",767,1640,,1
2373,"Stockholm",786,1640,,1
2374,"Stockholm",7,1683,,2
2375,"Stockholm",4,1684,,2
2376,"Stockholm",861,1685,,2
2377,"Stockholm",764,1678,,1
2378,"Stockholm",179,1678,,1
2379,"Stockholm",817,1678,,1
2380,"Stockholm",922,1686,,2
2381,"Stockholm",957,1679,,1
2382,"Stockholm",959,1642,,1
2383,"Stockholm",960,1642,,1
2384,"Stockholm",936,1687,,2
2385,"Stockholm",961,,,1
2386,"Stockholm",961,,,1
2387,"Stockholm",961,,,1
2388,"Stockholm",961,1687,,1
2389,"Stockholm",962,1674,,1
2390,"Stockholm",958,1679,,1
2391,"Stockholm",654,1688,,2
2392,"Stockholm",867,1689,,2
2394,"Stockholm",631,1691,,2
2395,"Stockholm",963,1692,,2
2396,"Stockholm",934,1693,,2
2397,"Stockholm",816,1694,,2
2398,"Stockholm",519,1680,,1
2399,"Stockholm",772,1623,,1
2400,"Stockholm",771,1623,,1
2401,"Stockholm",964,1684,,1
2402,"Stockholm",899,1645,,1
2403,"Stockholm",723,1645,,1
2404,"Stockholm",793,1645,,1
2405,"Stockholm",913,1670,,1
2406,"Stockholm",641,1691,,1
2407,"Stockholm",880,1635,,1
2408,"Stockholm",791,1645,,1
2409,"Stockholm",882,1635,,1
2410,"Stockholm",881,1635,,1
2411,"Stockholm",966,1644,,1
2412,"Stockholm",965,1644,,1
2413,"Stockholm",969,1693,,1
2414,"Stockholm",967,1693,,1
2415,"Stockholm",970,1693,,1
2416,"Stockholm",30,1617,,1
2417,"Stockholm",855,1674,,1
2418,"Stockholm",968,1658,,1
2419,"Stockholm",686,1688,,1
2420,"Stockholm",877,1688,,1
2421,"Stockholm",53,1688,,1
2425,"Stockholm",21,1696,,1
2442,"Stockholm",971,1714,,2
2443,"Stockholm",135,1715,,2
2444,"Stockholm",816,1716,,2
2445,"Stockholm",800,1717,,2
2446,"Stockholm",21,1715,,1
2448,"Stockholm",4,1719,,2
2449,"Stockholm",56,1720,,2
2450,"Stockholm",971,1721,,2
2451,"Stockholm",185,1722,,2
2452,"Stockholm",135,1723,,2
2453,"Stockholm",972,1724,,2
2454,"Stockholm",69,1725,,2
2455,"Stockholm",54,1726,,2
2456,"Stockholm",7,1727,,2
2459,"Stockholm",249,1728,,2
2460,"Stockholm",22,1729,,2
2461,"Stockholm",886,1730,,2
2462,"Stockholm",472,1731,,2
2463,"Stockholm",475,1732,,2
2464,"Stockholm",14,1733,,2
2465,"Stockholm",164,1734,,2
2466,"Stockholm",973,1735,,2
2467,"Stockholm",915,1736,,2
2468,"Stockholm",645,1737,,2
2469,"Stockholm",589,1738,,2
2470,"Stockholm",974,1739,,2
2471,"Stockholm",975,1740,,2
2472,"Stockholm",848,1741,,2
2473,"Stockholm",55,1742,,2
2474,"Stockholm",708,1743,,2
2476,"Stockholm",894,1744,,2
2477,"Stockholm",52,1745,,2
2478,"Stockholm",656,1746,,2
2480,"Stockholm",145,1748,,2
2481,"Stockholm",29,1749,,2
2482,"Stockholm",976,1750,,2
2484,"Stockholm",977,1752,,2
2485,"Stockholm",978,1753,,2
2486,"Stockholm",252,1754,,2
2487,"Stockholm",166,1755,,2
2488,"Stockholm",53,1756,,2
2490,"Stockholm",160,1758,,2
2491,"Stockholm",76,1759,,2
2495,"Stockholm",675,1744,,1
2496,"Stockholm",984,1742,,1
2497,"Stockholm",902,1733,,1
2498,"Stockholm",899,1733,,1
2499,"Stockholm",723,1733,,1
2500,"Stockholm",980,1753,,1
2501,"Stockholm",110,1759,,1
2502,"Stockholm",979,1752,,1
2503,"Stockholm",196,1722,,1
2504,"Stockholm",835,1754,,1
2505,"Stockholm",982,1754,,1
2506,"Stockholm",536,1745,,1
2507,"Stockholm",827,1756,,1
2508,"Stockholm",136,1723,,1
2509,"Stockholm",981,1723,,1
2510,"Stockholm",764,1734,,1
2511,"Stockholm",179,1734,,1
2512,"Stockholm",817,1734,,1
2513,"Stockholm",608,1761,,2
2514,"Stockholm",876,1761,,1
2515,"Stockholm",983,1761,,1
2516,"Stockholm",889,1762,,2
2517,"Stockholm",846,1731,,1
2518,"Stockholm",21,1723,,1
2519,"Stockholm",173,1763,,2
2520,"Stockholm",195,1764,,2
2521,"Stockholm",133,1765,,2
2522,"Stockholm",963,1766,,2
2523,"Stockholm",985,1766,,1
2524,"Stockholm",964,1719,,1
2525,"Stockholm",988,1752,,1
2526,"Stockholm",115,1742,,1
2527,"Stockholm",116,1742,,1
2528,"Stockholm",205,1767,,2
2529,"Stockholm",987,1768,,2
2530,"Stockholm",986,1756,,1
2531,"Stockholm",989,1769,,2
2532,"Stockholm",990,1770,,2
2533,"Stockholm",566,1771,,2
2534,"Stockholm",126,1772,,2
2535,"Stockholm",860,1773,,2
2536,"Stockholm",591,1774,,2
2537,"Stockholm",664,1775,,2
2538,"Stockholm",193,1767,,1
2539,"Stockholm",674,1722,,1
2540,"Stockholm",791,1733,,1
2541,"Stockholm",262,1776,,2
2542,"Stockholm",906,1777,,2
2543,"Stockholm",994,1756,,1
2544,"Stockholm",907,1777,,1
2545,"Stockholm",900,1774,,1
2546,"Stockholm",23,1758,,1
2547,"Stockholm",535,1745,,1
2548,"Stockholm",913,1773,,1
2549,"Stockholm",794,1754,,1
2550,"Stockholm",995,1776,,1
2551,"Stockholm",996,1775,,1
2552,"Stockholm",575,1756,,1
2553,"Stockholm",992,1740,,1
2554,"Stockholm",993,1740,,1
2555,"Stockholm",164,1778,,2
2556,"Stockholm",916,1779,,2
2557,"Stockholm",886,1780,,2
2558,"Stockholm",998,1781,,2
2559,"Stockholm",999,1782,,2
2560,"Stockholm",1000,1783,,2
2561,"Stockholm",7,1784,,2
2564,"Stockholm",1002,1786,,2
2566,"Stockholm",16,1788,,2
2567,"Stockholm",1003,1789,,2
2569,"Stockholm",920,1790,,2
2570,"Stockholm",80,1791,,2
2571,"Stockholm",921,1792,,2
2572,"Stockholm",4,1793,,2
2574,"Stockholm",919,1795,,2
2577,"Stockholm",1004,1797,,2
2578,"Stockholm",1005,1798,,2
2579,"Stockholm",423,1799,,2
2580,"Stockholm",967,1800,,2
2581,"Stockholm",861,1801,,2
2582,"Stockholm",125,1802,,2
2583,"Stockholm",1006,1803,,2
2584,"Stockholm",61,1804,,2
2585,"Stockholm",211,1805,,2
2586,"Stockholm",2,1806,,2
2587,"Stockholm",72,1807,,2
2588,"Stockholm",1007,1808,,2
2590,"Stockholm",1008,1810,,2
2591,"Stockholm",14,1811,,2
2593,"Stockholm",9,1813,,2
2594,"Stockholm",185,1814,,2
2595,"Stockholm",613,1815,,2
2597,"Stockholm",1009,1816,,2
2599,"Stockholm",849,1818,,2
2600,"Stockholm",1010,1819,,2
2602,"Stockholm",1011,1821,,2
2603,"Stockholm",180,1822,,2
2604,"Stockholm",22,1823,,2
2606,"Stockholm",30,1825,,2
2608,"Stockholm",720,1827,,2
2609,"Stockholm",1012,1828,,2
2610,"Stockholm",37,1829,,2
2611,"Stockholm",567,1830,,2
2612,"Stockholm",769,1831,,2
2617,"Stockholm",1015,1783,,1
2618,"Stockholm",965,1790,,1
2619,"Stockholm",1016,1790,,1
2620,"Stockholm",1017,1790,,1
2621,"Stockholm",899,1811,,1
2623,"Stockholm",723,1811,,1
2625,"Stockholm",1018,1811,,1
2626,"Stockholm",1024,1832,,2
2627,"Stockholm",110,1833,,2
2628,"Stockholm",76,1833,,1
955,"Stockholm",351,740,,2
956,"Stockholm",93,741,,2
957,"Stockholm",30,742,,2
958,"Stockholm",589,743,,2
959,"Stockholm",95,744,,2
960,"Stockholm",571,745,,2
961,"Stockholm",525,746,,2
962,"Stockholm",185,747,,2
963,"Stockholm",611,748,,2
964,"Stockholm",168,749,,2
965,"Stockholm",180,750,,2
967,"Stockholm",45,752,,2
968,"Stockholm",69,753,,2
969,"Stockholm",55,754,,2
970,"Stockholm",138,755,,2
971,"Stockholm",203,756,,2
972,"Stockholm",573,757,,2
973,"Stockholm",100,758,,2
974,"Stockholm",22,759,,2
975,"Stockholm",48,760,,2
976,"Stockholm",90,761,,2
977,"Stockholm",29,762,,2
978,"Stockholm",594,763,,2
979,"Stockholm",91,764,,2
980,"Stockholm",1,765,,2
981,"Stockholm",181,766,,2
982,"Stockholm",72,767,,2
983,"Stockholm",20,768,,2
984,"Stockholm",13,769,,2
985,"Stockholm",596,770,,2
986,"Stockholm",549,771,,2
987,"Stockholm",599,772,,2
988,"Stockholm",600,773,,2
989,"Stockholm",602,774,,2
990,"Stockholm",604,775,,2
991,"Stockholm",606,776,,2
992,"Stockholm",608,777,,2
993,"Stockholm",160,778,,2
994,"Stockholm",560,779,,2
995,"Stockholm",164,780,,2
996,"Stockholm",44,781,,2
998,"Stockholm",165,783,,2
999,"Stockholm",609,784,,2
1000,"Stockholm",101,785,,2
1001,"Stockholm",610,786,,2
1002,"Stockholm",567,787,,2
1003,"Stockholm",3,788,,2
1004,"Stockholm",26,789,,2
1005,"Stockholm",14,790,,2
1006,"Stockholm",612,791,,2
1007,"Stockholm",603,792,,2
1008,"Stockholm",110,793,,2
1010,"Stockholm",586,795,,2
1011,"Stockholm",196,796,,2
1012,"Stockholm",591,797,,2
1013,"Stockholm",528,798,,2
1014,"Stockholm",61,799,,2
1017,"Stockholm",23,802,,2
1018,"Stockholm",116,803,,2
1021,"Stockholm",605,806,,2
1022,"Stockholm",222,807,,2
1025,"Stockholm",551,810,,2
1027,"Stockholm",575,812,,2
1028,"Stockholm",58,813,,2
1029,"Stockholm",145,814,,2
1032,"Stockholm",37,815,,2
1033,"Stockholm",97,816,,2
1034,"Stockholm",227,817,,2
1035,"Stockholm",614,818,,2
1036,"Stockholm",616,819,,2
1037,"Stockholm",617,820,,2
1038,"Stockholm",613,821,,2
1039,"Stockholm",620,822,,2
1040,"Stockholm",619,823,,2
1041,"Stockholm",620,780,,1
1042,"Stockholm",619,780,,1
1043,"Stockholm",615,824,,2
1044,"Stockholm",517,771,,1
1045,"Stockholm",561,771,,1
1046,"Stockholm",535,731,,1
1047,"Stockholm",536,731,,1
